Drug_Name,NAFDAC_Code,Manufacturer,Category,Label
EmzXr Artemether 100mg,03-659751,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,0
WemX Ibuprofen 500mg,A3-1740,Wemy Industries Limited,Medical devices,0
SwiXs Metformin 100mg,B4-510744,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,0
Bond Loratadine 250mg,INVALID-CODE,Bond Chemical Industries Ltd,Vaccines and Biologics,0
Emzor Metformin 100mg,A3-3216,Neimeth International Pharmaceuticals,Vaccines and Biologics,0
Lady Metformin 100mg,REV-7204,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,0
Bond Omeprazole 500mg,REV-2118,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,0
Roche Ciprofloxacin 250mg,XX-8637,Roche Products Limited,Medical devices,0
Roche Omeprazole 500mg,REV-9907,Roche Products Limited,Herbals and Nutraceuticals,0
AktXka Metronidazole 500mg,03-232230,Aktika Global Ltd,Medical devices,0
May Ciprofloxacin 100mg,B4-841038,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,0
Roche Ciprofloxacin 500mg,XX-7337,Roche Products Limited,Drugs,0
Swiss Ciprofloxacin 250mg,A3-6963,Lady Special Sanitary Pads Ventures,Drugs,0
SwiXs Vitamin C 250mg,A3-634766,Swiss Pharma Nigeria Ltd,Herbals and Nutraceuticals,0
Wemy Amoxicillin 250mg,INVALID-CODE,Wemy Industries Limited,Medical devices,0
Swiss Omeprazole 250mg,XX-5760,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,0
Wemy Artemether 100mg,A3-204765,Roche Products Limited,Medical devices,0
BliXs Artemether 100mg,A3-3030,Bliss GVS Pharma Ltd,Vaccines and Biologics,0
Aktika Metronidazole 250mg,REV-9464,Aktika Global Ltd,Drugs,0
Vitalgrub Vitamin C 250mg,B4-504069,Sages Multipurpose Enterprise Ltd,Medical devices,0
Wemy Paracetamol 500mg,XX-5374,Wemy Industries Limited,Vaccines and Biologics,0
Sages Metronidazole 500mg,INVALID-CODE,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,0
Roche Metronidazole 500mg,INVALID-CODE,Roche Products Limited,Herbals and Nutraceuticals,0
Lady Ibuprofen 250mg,REV-8255,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,0
BliXs Paracetamol 250mg,A4-1917,Bliss GVS Pharma Ltd,Vaccines and Biologics,0
Fidson Vitamin C 10mg/5ml,A4-2802,GlaxoSmithKline Nigeria,Medical devices,0
Sages Ibuprofen 100mg,INVALID-CODE,Sages Multipurpose Enterprise Ltd,Veterinary,0
Lady Loratadine 100mg,XX-4724,Lady Special Sanitary Pads Ventures,Drugs,0
Neimeth Metronidazole 100mg,INVALID-CODE,Neimeth International Pharmaceuticals,Medical devices,0
GlaXoSmithKline Artemether 100mg,A4-1441,GlaxoSmithKline Nigeria,Drugs,0
Wemy Loratadine 250mg,INVALID-CODE,Wemy Industries Limited,Medical devices,0
Juhel Metformin 250mg,A3-6831,Fidson Healthcare Plc,Veterinary,0
Lady Loratadine 500mg,B4-887869,May & Baker Nigeria Plc,Vaccines and Biologics,0
May Ibuprofen 100mg,REV-6353,May & Baker Nigeria Plc,Herbals and Nutraceuticals,0
Sages Paracetamol 250mg,03-767801,Fidson Healthcare Plc,Medical devices,0
GlaXoSmithKline Loratadine 250mg,04-6327,GlaxoSmithKline Nigeria,Medical devices,0
Swiss Amoxicillin 10mg/5ml,INVALID-CODE,Swiss Pharma Nigeria Ltd,Herbals and Nutraceuticals,0
Bliss Artemether 100mg,A3-4624,Neimeth International Pharmaceuticals,Medical devices,0
Neimeth Paracetamol 100mg,XX-5403,Neimeth International Pharmaceuticals,Drugs,0
FidXon Metformin 100mg,A4-5065,Fidson Healthcare Plc,Veterinary,0
Bliss Loratadine 500mg,A3-6516,Juhel Nigeria Ltd,Drugs,0
Swiss Ciprofloxacin 500mg,INVALID-CODE,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,0
Fidson Artemether 10mg/5ml,REV-8238,Fidson Healthcare Plc,Vaccines and Biologics,0
AktXka Omeprazole 500mg,A3-286448,Aktika Global Ltd,Drugs,0
Emzor Amoxicillin 10mg/5ml,INVALID-CODE,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,0
Fidson Metronidazole 100mg,04-5489,Lady Special Sanitary Pads Ventures,Veterinary,0
Vitalgrub Metformin 10mg/5ml,A3-479733,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,0
Swiss Ibuprofen 500mg,REV-9664,Swiss Pharma Nigeria Ltd,Drugs,0
Neimeth Metronidazole 100mg,REV-1493,Neimeth International Pharmaceuticals,Vaccines and Biologics,0
RocXe Metformin 250mg,A3-3945,Roche Products Limited,Veterinary,0
Lady Vitamin C 250mg,03-8460,Vitalgrub Nigeria Limited,Medical devices,0
Sages Metformin 100mg,A3-9833,Bond Chemical Industries Ltd,Vaccines and Biologics,0
May Metronidazole 100mg,INVALID-CODE,May & Baker Nigeria Plc,Drugs,0
Aktika Metformin 500mg,XX-1761,Aktika Global Ltd,Medical devices,0
Sages Metronidazole 250mg,A4-2381,Roche Products Limited,Veterinary,0
MayXIbuprofen 500mg,03-6063,May & Baker Nigeria Plc,Drugs,0
Swiss Amoxicillin 100mg,INVALID-CODE,Swiss Pharma Nigeria Ltd,Herbals and Nutraceuticals,0
May Ciprofloxacin 500mg,XX-6154,May & Baker Nigeria Plc,Vaccines and Biologics,0
Bliss Metronidazole 100mg,XX-4659,Bliss GVS Pharma Ltd,Medical devices,0
BonX Loratadine 500mg,A3-6513,Bond Chemical Industries Ltd,Drugs,0
Vitalgrub Amoxicillin 10mg/5ml,XX-1594,Vitalgrub Nigeria Limited,Vaccines and Biologics,0
Fidson Paracetamol 10mg/5ml,XX-2055,Fidson Healthcare Plc,Herbals and Nutraceuticals,0
Bond Loratadine 10mg/5ml,INVALID-CODE,Bond Chemical Industries Ltd,Vaccines and Biologics,0
Juhel Loratadine 100mg,REV-4675,Juhel Nigeria Ltd,Herbals and Nutraceuticals,0
Swiss Metronidazole 500mg,XX-6957,Swiss Pharma Nigeria Ltd,Drugs,0
Lady Omeprazole 10mg/5ml,INVALID-CODE,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,0
Juhel Paracetamol 250mg,REV-5181,Juhel Nigeria Ltd,Drugs,0
Vitalgrub Omeprazole 250mg,INVALID-CODE,Vitalgrub Nigeria Limited,Vaccines and Biologics,0
Emzor Metronidazole 100mg,INVALID-CODE,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,0
Roche Vitamin C 250mg,INVALID-CODE,Roche Products Limited,Veterinary,0
Bliss Artemether 100mg,INVALID-CODE,Bliss GVS Pharma Ltd,Medical devices,0
NeiXeth Metronidazole 10mg/5ml,03-8013,Neimeth International Pharmaceuticals,Veterinary,0
Swiss Amoxicillin 10mg/5ml,REV-4044,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,0
Wemy Metronidazole 10mg/5ml,XX-5673,Wemy Industries Limited,Herbals and Nutraceuticals,0
AktXka Amoxicillin 100mg,A4-227835,Aktika Global Ltd,Vaccines and Biologics,0
Juhel Amoxicillin 500mg,XX-1144,Juhel Nigeria Ltd,Veterinary,0
Vitalgrub Ciprofloxacin 250mg,INVALID-CODE,Vitalgrub Nigeria Limited,Vaccines and Biologics,0
Swiss Vitamin C 250mg,04-4508,Sages Multipurpose Enterprise Ltd,Medical devices,0
Neimeth Omeprazole 10mg/5ml,B4-9954,Roche Products Limited,Medical devices,0
Neimeth Ibuprofen 250mg,A4-2749,Wemy Industries Limited,Vaccines and Biologics,0
Wemy Ciprofloxacin 250mg,A3-3415,Lady Special Sanitary Pads Ventures,Medical devices,0
Vitalgrub Artemether 250mg,REV-5414,Vitalgrub Nigeria Limited,Veterinary,0
Neimeth Artemether 250mg,XX-5053,Neimeth International Pharmaceuticals,Medical devices,0
Aktika Paracetamol 10mg/5ml,A4-8901,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,0
Bliss Paracetamol 250mg,INVALID-CODE,Bliss GVS Pharma Ltd,Vaccines and Biologics,0
Bond Ciprofloxacin 250mg,04-5468,GlaxoSmithKline Nigeria,Medical devices,0
Lady Ibuprofen 100mg,REV-2750,Lady Special Sanitary Pads Ventures,Veterinary,0
LadX Amoxicillin 250mg,B4-935833,Lady Special Sanitary Pads Ventures,Medical devices,0
May Amoxicillin 250mg,XX-5027,May & Baker Nigeria Plc,Herbals and Nutraceuticals,0
Bliss Omeprazole 10mg/5ml,XX-6745,Bliss GVS Pharma Ltd,Veterinary,0
Wemy Ciprofloxacin 500mg,INVALID-CODE,Wemy Industries Limited,Medical devices,0
Neimeth Metronidazole 100mg,XX-6938,Neimeth International Pharmaceuticals,Vaccines and Biologics,0
Swiss Ibuprofen 100mg,XX-4397,Swiss Pharma Nigeria Ltd,Drugs,0
Fidson Vitamin C 100mg,A4-7721,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,0
Aktika Omeprazole 100mg,REV-8933,Aktika Global Ltd,Herbals and Nutraceuticals,0
Sages Paracetamol 100mg,REV-2285,Sages Multipurpose Enterprise Ltd,Drugs,0
Neimeth Loratadine 250mg,A3-4396,Roche Products Limited,Drugs,0
Sages Ciprofloxacin 500mg,REV-1770,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,0
Bond Vitamin C 10mg/5ml,INVALID-CODE,Bond Chemical Industries Ltd,Veterinary,0
Juhel Vitamin C 100mg,A3-9210,Neimeth International Pharmaceuticals,Medical devices,0
Swiss Artemether 100mg,INVALID-CODE,Swiss Pharma Nigeria Ltd,Medical devices,0
May Loratadine 500mg,XX-4818,May & Baker Nigeria Plc,Veterinary,0
Swiss Paracetamol 500mg,B4-738890,Roche Products Limited,Medical devices,0
Swiss Loratadine 100mg,INVALID-CODE,Swiss Pharma Nigeria Ltd,Drugs,0
Wemy Ibuprofen 500mg,XX-7890,Wemy Industries Limited,Herbals and Nutraceuticals,0
Swiss Paracetamol 500mg,INVALID-CODE,Swiss Pharma Nigeria Ltd,Drugs,0
Wemy Loratadine 10mg/5ml,INVALID-CODE,Wemy Industries Limited,Vaccines and Biologics,0
Fidson Loratadine 500mg,B4-4588,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,0
May Omeprazole 250mg,XX-6113,May & Baker Nigeria Plc,Drugs,0
Sages Loratadine 100mg,INVALID-CODE,Sages Multipurpose Enterprise Ltd,Drugs,0
Fidson Omeprazole 500mg,03-3392,Roche Products Limited,Herbals and Nutraceuticals,0
Fidson Metronidazole 250mg,REV-3865,Fidson Healthcare Plc,Veterinary,0
Vitalgrub Artemether 250mg,B4-4758,Juhel Nigeria Ltd,Medical devices,0
NeiXeth Metformin 250mg,B4-861624,Neimeth International Pharmaceuticals,Medical devices,0
Bliss Omeprazole 100mg,04-289686,Wemy Industries Limited,Vaccines and Biologics,0
Fidson Metformin 250mg,INVALID-CODE,Fidson Healthcare Plc,Herbals and Nutraceuticals,0
MayXAmoxicillin 10mg/5ml,04-347110,May & Baker Nigeria Plc,Vaccines and Biologics,0
Roche Ciprofloxacin 10mg/5ml,04-5373,Fidson Healthcare Plc,Herbals and Nutraceuticals,0
May Vitamin C 500mg,XX-9594,May & Baker Nigeria Plc,Vaccines and Biologics,0
GlaxoSmithKline Ibuprofen 100mg,XX-7255,GlaxoSmithKline Nigeria,Medical devices,0
Sages Metformin 500mg,A3-8006,Fidson Healthcare Plc,Medical devices,0
Bond Loratadine 10mg/5ml,REV-5692,Bond Chemical Industries Ltd,Drugs,0
BonX Ibuprofen 250mg,B4-435293,Bond Chemical Industries Ltd,Medical devices,0
Juhel Artemether 100mg,XX-5419,Juhel Nigeria Ltd,Drugs,0
Roche Metronidazole 500mg,XX-7078,Roche Products Limited,Herbals and Nutraceuticals,0
Sages Omeprazole 10mg/5ml,REV-8032,Sages Multipurpose Enterprise Ltd,Medical devices,0
Juhel Ibuprofen 250mg,REV-6731,Juhel Nigeria Ltd,Herbals and Nutraceuticals,0
BonX Ibuprofen 100mg,A3-541509,Bond Chemical Industries Ltd,Vaccines and Biologics,0
Lady Vitamin C 500mg,A4-5998,GlaxoSmithKline Nigeria,Vaccines and Biologics,0
Vitalgrub Amoxicillin 250mg,INVALID-CODE,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,0
Sages Metformin 100mg,B4-7830,Juhel Nigeria Ltd,Drugs,0
Juhel Vitamin C 100mg,REV-5541,Juhel Nigeria Ltd,Herbals and Nutraceuticals,0
Bond Ciprofloxacin 500mg,REV-9533,Bond Chemical Industries Ltd,Vaccines and Biologics,0
Bliss Metformin 250mg,REV-1264,Bliss GVS Pharma Ltd,Drugs,0
Juhel Amoxicillin 250mg,REV-2434,Juhel Nigeria Ltd,Vaccines and Biologics,0
Emzor Paracetamol 10mg/5ml,04-353184,Roche Products Limited,Herbals and Nutraceuticals,0
Wemy Metformin 500mg,REV-6692,Wemy Industries Limited,Drugs,0
BliXs Ciprofloxacin 500mg,A4-9543,Bliss GVS Pharma Ltd,Medical devices,0
Sages Artemether 10mg/5ml,04-5169,Juhel Nigeria Ltd,Medical devices,0
GlaxoSmithKline Metronidazole 100mg,XX-8044,GlaxoSmithKline Nigeria,Veterinary,0
Aktika Vitamin C 500mg,A4-1325,Juhel Nigeria Ltd,Herbals and Nutraceuticals,0
LadX Ciprofloxacin 500mg,04-915822,Lady Special Sanitary Pads Ventures,Drugs,0
EmzXr Metronidazole 100mg,A3-3803,Emzor Pharmaceutical Ind. Ltd,Veterinary,0
Neimeth Paracetamol 250mg,XX-7065,Neimeth International Pharmaceuticals,Drugs,0
Sages Metformin 250mg,REV-3179,Sages Multipurpose Enterprise Ltd,Drugs,0
VitXlgrub Artemether 10mg/5ml,B4-844875,Vitalgrub Nigeria Limited,Drugs,0
GlaXoSmithKline Omeprazole 500mg,03-3930,GlaxoSmithKline Nigeria,Medical devices,0
Vitalgrub Paracetamol 10mg/5ml,INVALID-CODE,Vitalgrub Nigeria Limited,Drugs,0
MayXArtemether 500mg,03-8133,May & Baker Nigeria Plc,Medical devices,0
Sages Ciprofloxacin 10mg/5ml,A3-778382,Emzor Pharmaceutical Ind. Ltd,Drugs,0
Juhel Paracetamol 500mg,INVALID-CODE,Juhel Nigeria Ltd,Drugs,0
JuhXl Ciprofloxacin 100mg,03-3089,Juhel Nigeria Ltd,Veterinary,0
FidXon Paracetamol 100mg,A3-4473,Fidson Healthcare Plc,Medical devices,0
Roche Omeprazole 250mg,REV-2249,Roche Products Limited,Vaccines and Biologics,0
Neimeth Metformin 100mg,XX-6712,Neimeth International Pharmaceuticals,Veterinary,0
RocXe Amoxicillin 250mg,04-486745,Roche Products Limited,Medical devices,0
BonX Metronidazole 250mg,04-5744,Bond Chemical Industries Ltd,Drugs,0
Roche Metformin 10mg/5ml,REV-1442,Roche Products Limited,Herbals and Nutraceuticals,0
GlaxoSmithKline Amoxicillin 250mg,XX-5675,GlaxoSmithKline Nigeria,Medical devices,0
Bliss Vitamin C 100mg,INVALID-CODE,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,0
GlaxoSmithKline Omeprazole 500mg,A3-4061,Roche Products Limited,Veterinary,0
BonX Artemether 100mg,B4-421571,Bond Chemical Industries Ltd,Vaccines and Biologics,0
Juhel Metformin 500mg,INVALID-CODE,Juhel Nigeria Ltd,Herbals and Nutraceuticals,0
GlaxoSmithKline Metronidazole 100mg,XX-6765,GlaxoSmithKline Nigeria,Vaccines and Biologics,0
Sages Metronidazole 500mg,XX-2031,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,0
May Metronidazole 500mg,XX-1562,May & Baker Nigeria Plc,Drugs,0
BliXs Ibuprofen 250mg,03-8213,Bliss GVS Pharma Ltd,Medical devices,0
Bond Omeprazole 100mg,REV-5567,Bond Chemical Industries Ltd,Drugs,0
Bliss Omeprazole 500mg,XX-8862,Bliss GVS Pharma Ltd,Veterinary,0
Vitalgrub Omeprazole 500mg,XX-1234,Vitalgrub Nigeria Limited,Vaccines and Biologics,0
SagXs Omeprazole 250mg,B4-1544,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,0
Neimeth Vitamin C 500mg,REV-2291,Neimeth International Pharmaceuticals,Medical devices,0
Aktika Paracetamol 250mg,XX-5727,Aktika Global Ltd,Drugs,0
Fidson Loratadine 500mg,XX-3939,Fidson Healthcare Plc,Herbals and Nutraceuticals,0
Neimeth Paracetamol 500mg,A4-2650,Bond Chemical Industries Ltd,Medical devices,0
Lady Ciprofloxacin 500mg,XX-8972,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,0
Aktika Ciprofloxacin 10mg/5ml,A3-762105,Neimeth International Pharmaceuticals,Medical devices,0
Aktika Amoxicillin 500mg,A4-2438,Wemy Industries Limited,Veterinary,0
Roche Paracetamol 10mg/5ml,REV-7044,Roche Products Limited,Herbals and Nutraceuticals,0
LadX Amoxicillin 10mg/5ml,A4-9524,Lady Special Sanitary Pads Ventures,Medical devices,0
JuhXl Vitamin C 10mg/5ml,A4-5248,Juhel Nigeria Ltd,Medical devices,0
JuhXl Amoxicillin 10mg/5ml,A3-445473,Juhel Nigeria Ltd,Herbals and Nutraceuticals,0
Aktika Metformin 500mg,XX-2188,Aktika Global Ltd,Drugs,0
Emzor Vitamin C 500mg,REV-1740,Emzor Pharmaceutical Ind. Ltd,Veterinary,0
Vitalgrub Artemether 100mg,03-7936,Aktika Global Ltd,Drugs,0
Aktika Metronidazole 10mg/5ml,XX-2471,Aktika Global Ltd,Veterinary,0
May Artemether 100mg,XX-1318,May & Baker Nigeria Plc,Medical devices,0
Neimeth Amoxicillin 500mg,XX-6153,Neimeth International Pharmaceuticals,Drugs,0
Emzor Artemether 100mg,A4-4732,Bliss GVS Pharma Ltd,Veterinary,0
Bond Ibuprofen 100mg,REV-9592,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,0
Vitalgrub Metformin 100mg,INVALID-CODE,Vitalgrub Nigeria Limited,Medical devices,0
Lady Artemether 10mg/5ml,B4-6432,Swiss Pharma Nigeria Ltd,Medical devices,0
Neimeth Metformin 10mg/5ml,A4-2432,Bond Chemical Industries Ltd,Medical devices,0
May Ibuprofen 100mg,REV-1569,May & Baker Nigeria Plc,Herbals and Nutraceuticals,0
Neimeth Metformin 100mg,REV-2973,Neimeth International Pharmaceuticals,Herbals and Nutraceuticals,0
Roche Metformin 10mg/5ml,04-2676,Fidson Healthcare Plc,Medical devices,0
Juhel Metronidazole 500mg,REV-1270,Juhel Nigeria Ltd,Herbals and Nutraceuticals,0
Vitalgrub Ciprofloxacin 250mg,XX-8641,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,0
SagXs Metronidazole 10mg/5ml,03-665725,Sages Multipurpose Enterprise Ltd,Drugs,0
Lady Loratadine 500mg,XX-2257,Lady Special Sanitary Pads Ventures,Drugs,0
LadX Amoxicillin 250mg,04-6644,Lady Special Sanitary Pads Ventures,Veterinary,0
RocXe Artemether 250mg,04-6211,Roche Products Limited,Vaccines and Biologics,0
MayXCiprofloxacin 100mg,A4-1664,May & Baker Nigeria Plc,Medical devices,0
Swiss Metformin 100mg,INVALID-CODE,Swiss Pharma Nigeria Ltd,Drugs,0
Wemy Amoxicillin 10mg/5ml,REV-1120,Wemy Industries Limited,Herbals and Nutraceuticals,0
Roche Paracetamol 100mg,REV-3303,Roche Products Limited,Vaccines and Biologics,0
Aktika Loratadine 100mg,REV-8236,Aktika Global Ltd,Veterinary,0
Bond Ciprofloxacin 100mg,INVALID-CODE,Bond Chemical Industries Ltd,Medical devices,0
Bond Metronidazole 250mg,A3-7732,Lady Special Sanitary Pads Ventures,Veterinary,0
Juhel Ciprofloxacin 10mg/5ml,XX-9177,Juhel Nigeria Ltd,Veterinary,0
GlaxoSmithKline Ibuprofen 500mg,A4-2342,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,0
Bliss Vitamin C 10mg/5ml,B4-9350,Neimeth International Pharmaceuticals,Veterinary,0
Lady Ciprofloxacin 10mg/5ml,REV-5994,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,0
May Ibuprofen 10mg/5ml,REV-7436,May & Baker Nigeria Plc,Herbals and Nutraceuticals,0
Neimeth Paracetamol 10mg/5ml,REV-8614,Neimeth International Pharmaceuticals,Drugs,0
SwiXs Vitamin C 500mg,03-5026,Swiss Pharma Nigeria Ltd,Veterinary,0
Fidson Vitamin C 500mg,INVALID-CODE,Fidson Healthcare Plc,Veterinary,0
GlaxoSmithKline Amoxicillin 10mg/5ml,INVALID-CODE,GlaxoSmithKline Nigeria,Vaccines and Biologics,0
Roche Amoxicillin 10mg/5ml,INVALID-CODE,Roche Products Limited,Vaccines and Biologics,0
Juhel Omeprazole 10mg/5ml,INVALID-CODE,Juhel Nigeria Ltd,Medical devices,0
Wemy Ibuprofen 500mg,03-617209,Roche Products Limited,Veterinary,0
Wemy Loratadine 500mg,INVALID-CODE,Wemy Industries Limited,Medical devices,0
Bliss Amoxicillin 500mg,INVALID-CODE,Bliss GVS Pharma Ltd,Drugs,0
Neimeth Loratadine 10mg/5ml,XX-2151,Neimeth International Pharmaceuticals,Drugs,0
Fidson Omeprazole 100mg,REV-7711,Fidson Healthcare Plc,Herbals and Nutraceuticals,0
FidXon Artemether 10mg/5ml,A4-960129,Fidson Healthcare Plc,Veterinary,0
Bliss Artemether 10mg/5ml,B4-4909,May & Baker Nigeria Plc,Medical devices,0
Wemy Amoxicillin 500mg,INVALID-CODE,Wemy Industries Limited,Medical devices,0
JuhXl Paracetamol 250mg,04-3585,Juhel Nigeria Ltd,Vaccines and Biologics,0
GlaxoSmithKline Amoxicillin 100mg,B4-941338,Fidson Healthcare Plc,Drugs,0
May Ibuprofen 10mg/5ml,INVALID-CODE,May & Baker Nigeria Plc,Vaccines and Biologics,0
Roche Amoxicillin 10mg/5ml,INVALID-CODE,Roche Products Limited,Medical devices,0
Wemy Vitamin C 10mg/5ml,REV-8494,Wemy Industries Limited,Drugs,0
Swiss Artemether 100mg,INVALID-CODE,Swiss Pharma Nigeria Ltd,Drugs,0
Neimeth Metformin 500mg,B4-5279,Aktika Global Ltd,Veterinary,0
SwiXs Ibuprofen 10mg/5ml,A4-6246,Swiss Pharma Nigeria Ltd,Veterinary,0
Juhel Omeprazole 10mg/5ml,REV-1713,Juhel Nigeria Ltd,Drugs,0
Juhel Amoxicillin 10mg/5ml,REV-8011,Juhel Nigeria Ltd,Drugs,0
Neimeth Amoxicillin 100mg,A4-8583,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,0
Juhel Artemether 250mg,XX-3696,Juhel Nigeria Ltd,Vaccines and Biologics,0
Aktika Metronidazole 100mg,REV-8073,Aktika Global Ltd,Vaccines and Biologics,0
Neimeth Amoxicillin 250mg,REV-8127,Neimeth International Pharmaceuticals,Drugs,0
Neimeth Artemether 250mg,XX-4718,Neimeth International Pharmaceuticals,Herbals and Nutraceuticals,0
EmzXr Amoxicillin 500mg,A4-1783,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,0
Bliss Loratadine 100mg,A3-7990,Lady Special Sanitary Pads Ventures,Veterinary,0
NeiXeth Amoxicillin 500mg,B4-1552,Neimeth International Pharmaceuticals,Drugs,0
Aktika Metformin 500mg,REV-7859,Aktika Global Ltd,Herbals and Nutraceuticals,0
Aktika Amoxicillin 250mg,REV-9953,Aktika Global Ltd,Veterinary,0
Vitalgrub Vitamin C 500mg,B4-629140,Neimeth International Pharmaceuticals,Herbals and Nutraceuticals,0
Swiss Ciprofloxacin 250mg,INVALID-CODE,Swiss Pharma Nigeria Ltd,Drugs,0
Emzor Vitamin C 10mg/5ml,REV-2555,Emzor Pharmaceutical Ind. Ltd,Medical devices,0
Emzor Vitamin C 10mg/5ml,B4-1463,Bliss GVS Pharma Ltd,Vaccines and Biologics,0
Juhel Artemether 100mg,INVALID-CODE,Juhel Nigeria Ltd,Vaccines and Biologics,0
Wemy Artemether 250mg,REV-1036,Wemy Industries Limited,Veterinary,0
Lady Artemether 10mg/5ml,REV-2787,Lady Special Sanitary Pads Ventures,Drugs,0
Roche Artemether 10mg/5ml,INVALID-CODE,Roche Products Limited,Vaccines and Biologics,0
Swiss Omeprazole 10mg/5ml,A3-8909,Lady Special Sanitary Pads Ventures,Medical devices,0
Neimeth Artemether 10mg/5ml,REV-9065,Neimeth International Pharmaceuticals,Medical devices,0
GlaxoSmithKline Ciprofloxacin 500mg,A4-2952,Vitalgrub Nigeria Limited,Drugs,0
Lady Omeprazole 100mg,REV-9328,Lady Special Sanitary Pads Ventures,Veterinary,0
Juhel Paracetamol 500mg,REV-6067,Juhel Nigeria Ltd,Drugs,0
Emzor Artemether 100mg,XX-1661,Emzor Pharmaceutical Ind. Ltd,Veterinary,0
SagXs Ciprofloxacin 100mg,A3-8248,Sages Multipurpose Enterprise Ltd,Drugs,0
WemX Ciprofloxacin 100mg,B4-6995,Wemy Industries Limited,Vaccines and Biologics,0
RocXe Metronidazole 100mg,A4-7002,Roche Products Limited,Herbals and Nutraceuticals,0
JuhXl Metformin 250mg,04-9697,Juhel Nigeria Ltd,Herbals and Nutraceuticals,0
Emzor Metformin 250mg,B4-9912,Bond Chemical Industries Ltd,Vaccines and Biologics,0
GlaxoSmithKline Artemether 500mg,A4-8624,Roche Products Limited,Medical devices,0
Neimeth Artemether 250mg,REV-4897,Neimeth International Pharmaceuticals,Vaccines and Biologics,0
GlaxoSmithKline Ciprofloxacin 10mg/5ml,A3-4272,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,0
Bliss Artemether 100mg,03-6340,May & Baker Nigeria Plc,Medical devices,0
RocXe Metformin 250mg,04-3438,Roche Products Limited,Vaccines and Biologics,0
Bliss Vitamin C 100mg,XX-5570,Bliss GVS Pharma Ltd,Vaccines and Biologics,0
Bond Metronidazole 250mg,B4-578595,May & Baker Nigeria Plc,Medical devices,0
JuhXl Metformin 10mg/5ml,04-335216,Juhel Nigeria Ltd,Medical devices,0
GlaxoSmithKline Paracetamol 500mg,INVALID-CODE,GlaxoSmithKline Nigeria,Vaccines and Biologics,0
Juhel Loratadine 250mg,XX-5477,Juhel Nigeria Ltd,Vaccines and Biologics,0
Swiss Amoxicillin 100mg,XX-3980,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,0
Aktika Metformin 250mg,REV-5759,Aktika Global Ltd,Vaccines and Biologics,0
Bond Ciprofloxacin 10mg/5ml,INVALID-CODE,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,0
Roche Vitamin C 10mg/5ml,REV-1039,Roche Products Limited,Drugs,0
